Date,XU100,THYAO,PGSUS,AKBNK,GARAN,EREGL,KRDMD,ASELS,OTKAR,BIMAS,MGROS,TUPRS,ENJSA
2022-01-24,4236164800.0,205639936.0,13560058.0,177742629.0,231715124.0,104323334.0,204924517.0,81098178.0,5154650.0,15808646.0,2439773.0,43074283.0,2953542.0
2022-01-25,2649415800.0,152376970.0,7584459.0,84985361.0,129484465.0,79901780.0,209091993.0,60528668.0,1985440.0,14052546.0,2110650.0,29617112.0,3294230.0
2022-01-26,2140896100.0,152714264.0,12936752.0,68170806.0,86605730.0,91073098.0,158784514.0,49702876.0,1443750.0,11240728.0,1870409.0,25030775.0,3276949.0
2022-01-27,2538193600.0,208306053.0,31668267.0,97453965.0,99329314.0,85383632.0,145145527.0,80088846.0,1193145.0,18253618.0,1856390.0,24122574.0,3637554.0
2022-01-28,2827846600.0,152191805.0,30643587.0,141337844.0,124394141.0,81744534.0,177460074.0,60787524.0,1303215.0,11660954.0,2103299.0,24738707.0,6270732.0
2022-01-31,2308574200.0,109830273.0,17999665.0,160333213.0,133263397.0,49132830.0,127218589.0,50038984.0,999085.0,8402014.0,1293927.0,21531818.0,11755855.0
2022-02-01,2297661700.0,77844485.0,8860709.0,112835063.0,150576827.0,77995224.0,131601925.0,52156078.0,1122325.0,10790668.0,1807643.0,16394686.0,7015483.0
2022-02-02,3063582100.0,83815286.0,6829530.0,232297310.0,287602316.0,56048228.0,114165081.0,54389088.0,1191585.0,7253834.0,1563668.0,21726026.0,6926603.0
2022-02-03,2542764700.0,107724892.0,7362098.0,123197374.0,156869217.0,59660342.0,117042257.0,60105416.0,884470.0,10217610.0,2310944.0,17232614.0,4490753.0
2022-02-04,2068611600.0,92538056.0,7302586.0,78419045.0,72306695.0,44970376.0,128127397.0,41525386.0,752685.0,10003908.0,1157379.0,22481557.0,4119253.0
2022-02-07,2758457300.0,149073076.0,12597352.0,151808762.0,85793003.0,103731008.0,205022422.0,59446254.0,4573655.0,11048064.0,2153603.0,34094466.0,4918993.0
2022-02-08,2394907100.0,154126825.0,8876672.0,135203536.0,136183116.0,99164078.0,153017791.0,71427850.0,5578655.0,13205684.0,1907599.0,55433063.0,5195624.0
2022-02-09,2515053800.0,157891224.0,13078776.0,115714281.0,100967611.0,131544298.0,261299149.0,62481950.0,1910025.0,12268688.0,3293328.0,50861356.0,17044891.0
2022-02-10,2510270200.0,119101627.0,6923983.0,105973396.0,86043561.0,124194272.0,171792080.0,50218310.0,3040840.0,10615672.0,1145312.0,38162376.0,17326901.0
2022-02-11,2477683500.0,269663095.0,9723913.0,112722372.0,79761374.0,150953876.0,182729565.0,87931308.0,1469635.0,19315694.0,1803605.0,57151955.0,9961810.0
2022-02-14,2989051200.0,221304283.0,9745257.0,110933367.0,86728225.0,124754426.0,162889345.0,197455530.0,1283040.0,25267600.0,2131819.0,54419456.0,8818544.0
2022-02-15,2593348500.0,226724219.0,10071011.0,91902431.0,89179142.0,105649760.0,189180696.0,95464866.0,1774815.0,17295578.0,2029128.0,32936358.0,7469211.0
2022-02-16,2123670900.0,133323031.0,11090896.0,49886303.0,68067877.0,75555054.0,122586988.0,122901710.0,4962465.0,11095254.0,1505404.0,38483459.0,5367718.0
2022-02-17,2582485000.0,232337911.0,18000950.0,92974315.0,115007865.0,138752170.0,191443286.0,90832464.0,2210035.0,12405096.0,1182471.0,52067806.0,6880463.0
2022-02-18,1759402000.0,133787733.0,9097606.0,60183916.0,64111005.0,58886590.0,107685142.0,46936258.0,1399635.0,8477916.0,1144892.0,26466034.0,6865122.0
2022-02-21,2272313300.0,177077000.0,13643303.0,86841045.0,83890434.0,89933130.0,123884797.0,65623882.0,3765650.0,13260238.0,1588026.0,29107085.0,9932886.0
